group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
compare binomial and black scholes,black scholes,500,,,38607996.0,ns,526968
compare binomial and black scholes,black scholes,500,,,39617307.0,ns,540480
compare binomial and black scholes,black scholes,500,,,40590418.0,ns,553992
compare binomial and black scholes,black scholes,500,,,41582427.0,ns,567504
compare binomial and black scholes,black scholes,500,,,42570037.0,ns,581016
compare binomial and black scholes,black scholes,500,,,43565048.0,ns,594528
compare binomial and black scholes,black scholes,500,,,44541158.0,ns,608040
compare binomial and black scholes,black scholes,500,,,45525668.0,ns,621552
compare binomial and black scholes,black scholes,500,,,46545478.0,ns,635064
compare binomial and black scholes,black scholes,500,,,47511488.0,ns,648576
compare binomial and black scholes,black scholes,500,,,48508699.0,ns,662088
compare binomial and black scholes,black scholes,500,,,49497309.0,ns,675600
compare binomial and black scholes,black scholes,500,,,50503519.0,ns,689112
compare binomial and black scholes,black scholes,500,,,51475029.0,ns,702624
compare binomial and black scholes,black scholes,500,,,52455739.0,ns,716136
compare binomial and black scholes,black scholes,500,,,53455349.0,ns,729648
compare binomial and black scholes,black scholes,500,,,54467660.0,ns,743160
compare binomial and black scholes,black scholes,500,,,55433570.0,ns,756672
compare binomial and black scholes,black scholes,500,,,56422179.0,ns,770184
compare binomial and black scholes,black scholes,500,,,57422190.0,ns,783696
compare binomial and black scholes,black scholes,500,,,58406501.0,ns,797208
compare binomial and black scholes,black scholes,500,,,59415610.0,ns,810720
compare binomial and black scholes,black scholes,500,,,60382321.0,ns,824232
compare binomial and black scholes,black scholes,500,,,61378731.0,ns,837744
compare binomial and black scholes,black scholes,500,,,62363941.0,ns,851256
compare binomial and black scholes,black scholes,500,,,63356751.0,ns,864768
compare binomial and black scholes,black scholes,500,,,64354761.0,ns,878280
compare binomial and black scholes,black scholes,500,,,65334771.0,ns,891792
compare binomial and black scholes,black scholes,500,,,66323282.0,ns,905304
compare binomial and black scholes,black scholes,500,,,67314292.0,ns,918816
compare binomial and black scholes,black scholes,500,,,68311402.0,ns,932328
compare binomial and black scholes,black scholes,500,,,69311112.0,ns,945840
compare binomial and black scholes,black scholes,500,,,70277222.0,ns,959352
compare binomial and black scholes,black scholes,500,,,71263733.0,ns,972864
compare binomial and black scholes,black scholes,500,,,72267242.0,ns,986376
compare binomial and black scholes,black scholes,500,,,73246953.0,ns,999888
compare binomial and black scholes,black scholes,500,,,74245463.0,ns,1013400
compare binomial and black scholes,black scholes,500,,,75244974.0,ns,1026912
compare binomial and black scholes,black scholes,500,,,76216783.0,ns,1040424
compare binomial and black scholes,black scholes,500,,,77199793.0,ns,1053936
compare binomial and black scholes,black scholes,500,,,78197104.0,ns,1067448
compare binomial and black scholes,black scholes,500,,,79184814.0,ns,1080960
compare binomial and black scholes,black scholes,500,,,80178224.0,ns,1094472
compare binomial and black scholes,black scholes,500,,,81184434.0,ns,1107984
compare binomial and black scholes,black scholes,500,,,82168644.0,ns,1121496
compare binomial and black scholes,black scholes,500,,,83166155.0,ns,1135008
compare binomial and black scholes,black scholes,500,,,84141165.0,ns,1148520
compare binomial and black scholes,black scholes,500,,,85129275.0,ns,1162032
compare binomial and black scholes,black scholes,500,,,86125485.0,ns,1175544
compare binomial and black scholes,black scholes,500,,,87142295.0,ns,1189056
compare binomial and black scholes,black scholes,500,,,88124006.0,ns,1202568
compare binomial and black scholes,black scholes,500,,,89086515.0,ns,1216080
compare binomial and black scholes,black scholes,500,,,90068926.0,ns,1229592
compare binomial and black scholes,black scholes,500,,,91074536.0,ns,1243104
compare binomial and black scholes,black scholes,500,,,92069746.0,ns,1256616
compare binomial and black scholes,black scholes,500,,,93062857.0,ns,1270128
compare binomial and black scholes,black scholes,500,,,94015866.0,ns,1283640
compare binomial and black scholes,black scholes,500,,,95032876.0,ns,1297152
compare binomial and black scholes,black scholes,500,,,96030287.0,ns,1310664
compare binomial and black scholes,black scholes,500,,,97013397.0,ns,1324176
compare binomial and black scholes,black scholes,500,,,98013952.0,ns,1337688
compare binomial and black scholes,black scholes,500,,,99017453.0,ns,1351200
