group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
compare binomial and black scholes,binomial,1000,,,50730058.0,ns,17
compare binomial and black scholes,binomial,1000,,,50714680.0,ns,17
compare binomial and black scholes,binomial,1000,,,50812452.0,ns,17
compare binomial and black scholes,binomial,1000,,,50725009.0,ns,17
compare binomial and black scholes,binomial,1000,,,50725229.0,ns,17
compare binomial and black scholes,binomial,1000,,,50723956.0,ns,17
compare binomial and black scholes,binomial,1000,,,51005966.0,ns,17
compare binomial and black scholes,binomial,1000,,,50724581.0,ns,17
compare binomial and black scholes,binomial,1000,,,50742044.0,ns,17
compare binomial and black scholes,binomial,1000,,,50791295.0,ns,17
compare binomial and black scholes,binomial,1000,,,50747513.0,ns,17
compare binomial and black scholes,binomial,1000,,,50722106.0,ns,17
compare binomial and black scholes,binomial,1000,,,50902022.0,ns,17
compare binomial and black scholes,binomial,1000,,,50772780.0,ns,17
compare binomial and black scholes,binomial,1000,,,50733597.0,ns,17
compare binomial and black scholes,binomial,1000,,,50766929.0,ns,17
compare binomial and black scholes,binomial,1000,,,50687802.0,ns,17
compare binomial and black scholes,binomial,1000,,,50823525.0,ns,17
compare binomial and black scholes,binomial,1000,,,50789611.0,ns,17
compare binomial and black scholes,binomial,1000,,,51754262.0,ns,17
compare binomial and black scholes,binomial,1000,,,54607096.0,ns,17
compare binomial and black scholes,binomial,1000,,,50729230.0,ns,17
compare binomial and black scholes,binomial,1000,,,50764615.0,ns,17
compare binomial and black scholes,binomial,1000,,,50764551.0,ns,17
compare binomial and black scholes,binomial,1000,,,50704193.0,ns,17
compare binomial and black scholes,binomial,1000,,,50706907.0,ns,17
compare binomial and black scholes,binomial,1000,,,50782869.0,ns,17
compare binomial and black scholes,binomial,1000,,,50697911.0,ns,17
compare binomial and black scholes,binomial,1000,,,50743446.0,ns,17
compare binomial and black scholes,binomial,1000,,,50712187.0,ns,17
compare binomial and black scholes,binomial,1000,,,50701067.0,ns,17
compare binomial and black scholes,binomial,1000,,,50726595.0,ns,17
compare binomial and black scholes,binomial,1000,,,50755799.0,ns,17
compare binomial and black scholes,binomial,1000,,,50781918.0,ns,17
compare binomial and black scholes,binomial,1000,,,50749768.0,ns,17
compare binomial and black scholes,binomial,1000,,,50872517.0,ns,17
compare binomial and black scholes,binomial,1000,,,50705445.0,ns,17
compare binomial and black scholes,binomial,1000,,,50765878.0,ns,17
compare binomial and black scholes,binomial,1000,,,50767901.0,ns,17
compare binomial and black scholes,binomial,1000,,,50704423.0,ns,17
compare binomial and black scholes,binomial,1000,,,50714462.0,ns,17
compare binomial and black scholes,binomial,1000,,,52605962.0,ns,17
compare binomial and black scholes,binomial,1000,,,50772630.0,ns,17
compare binomial and black scholes,binomial,1000,,,50859813.0,ns,17
compare binomial and black scholes,binomial,1000,,,50908213.0,ns,17
compare binomial and black scholes,binomial,1000,,,50869771.0,ns,17
compare binomial and black scholes,binomial,1000,,,50714552.0,ns,17
compare binomial and black scholes,binomial,1000,,,50731303.0,ns,17
compare binomial and black scholes,binomial,1000,,,50754136.0,ns,17
compare binomial and black scholes,binomial,1000,,,50753776.0,ns,17
compare binomial and black scholes,binomial,1000,,,50724200.0,ns,17
compare binomial and black scholes,binomial,1000,,,50775987.0,ns,17
compare binomial and black scholes,binomial,1000,,,50787688.0,ns,17
compare binomial and black scholes,binomial,1000,,,50713410.0,ns,17
compare binomial and black scholes,binomial,1000,,,50715453.0,ns,17
compare binomial and black scholes,binomial,1000,,,50769935.0,ns,17
compare binomial and black scholes,binomial,1000,,,50775716.0,ns,17
compare binomial and black scholes,binomial,1000,,,50736683.0,ns,17
compare binomial and black scholes,binomial,1000,,,50837011.0,ns,17
compare binomial and black scholes,binomial,1000,,,50698372.0,ns,17
compare binomial and black scholes,binomial,1000,,,50733658.0,ns,17
compare binomial and black scholes,binomial,1000,,,50852149.0,ns,17
compare binomial and black scholes,binomial,1000,,,50749417.0,ns,17
compare binomial and black scholes,binomial,1000,,,50789192.0,ns,17
compare binomial and black scholes,binomial,1000,,,50724411.0,ns,17
compare binomial and black scholes,binomial,1000,,,51023579.0,ns,17
