group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
compare binomial and black scholes,black scholes,1000,,,70158225.0,ns,1713372
compare binomial and black scholes,black scholes,1000,,,71281700.0,ns,1737504
compare binomial and black scholes,black scholes,1000,,,72196026.0,ns,1761636
compare binomial and black scholes,black scholes,1000,,,73553529.0,ns,1785768
compare binomial and black scholes,black scholes,1000,,,74221574.0,ns,1809900
compare binomial and black scholes,black scholes,1000,,,75143584.0,ns,1834032
compare binomial and black scholes,black scholes,1000,,,76074271.0,ns,1858164
compare binomial and black scholes,black scholes,1000,,,77068997.0,ns,1882296
compare binomial and black scholes,black scholes,1000,,,78051540.0,ns,1906428
compare binomial and black scholes,black scholes,1000,,,79069239.0,ns,1930560
compare binomial and black scholes,black scholes,1000,,,80025753.0,ns,1954692
compare binomial and black scholes,black scholes,1000,,,81078757.0,ns,1978824
compare binomial and black scholes,black scholes,1000,,,82082870.0,ns,2002956
compare binomial and black scholes,black scholes,1000,,,82999671.0,ns,2027088
compare binomial and black scholes,black scholes,1000,,,84029333.0,ns,2051220
compare binomial and black scholes,black scholes,1000,,,85065438.0,ns,2075352
compare binomial and black scholes,black scholes,1000,,,85929069.0,ns,2099484
compare binomial and black scholes,black scholes,1000,,,87227301.0,ns,2123616
compare binomial and black scholes,black scholes,1000,,,87936445.0,ns,2147748
compare binomial and black scholes,black scholes,1000,,,88900573.0,ns,2171880
compare binomial and black scholes,black scholes,1000,,,89957164.0,ns,2196012
compare binomial and black scholes,black scholes,1000,,,90996873.0,ns,2220144
compare binomial and black scholes,black scholes,1000,,,92457619.0,ns,2244276
compare binomial and black scholes,black scholes,1000,,,102151794.0,ns,2268408
compare binomial and black scholes,black scholes,1000,,,93900470.0,ns,2292540
compare binomial and black scholes,black scholes,1000,,,94815327.0,ns,2316672
compare binomial and black scholes,black scholes,1000,,,95954402.0,ns,2340804
compare binomial and black scholes,black scholes,1000,,,96839795.0,ns,2364936
compare binomial and black scholes,black scholes,1000,,,97844948.0,ns,2389068
compare binomial and black scholes,black scholes,1000,,,98849563.0,ns,2413200
