group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
compare binomial and black scholes,black scholes,100,,,44819173.0,ns,1084770
compare binomial and black scholes,black scholes,100,,,45455380.0,ns,1108876
compare binomial and black scholes,black scholes,100,,,46389142.0,ns,1132982
compare binomial and black scholes,black scholes,100,,,47443169.0,ns,1157088
compare binomial and black scholes,black scholes,100,,,48376811.0,ns,1181194
compare binomial and black scholes,black scholes,100,,,49394240.0,ns,1205300
compare binomial and black scholes,black scholes,100,,,50338290.0,ns,1229406
compare binomial and black scholes,black scholes,100,,,51354076.0,ns,1253512
compare binomial and black scholes,black scholes,100,,,52342360.0,ns,1277618
compare binomial and black scholes,black scholes,100,,,53301480.0,ns,1301724
compare binomial and black scholes,black scholes,100,,,54282129.0,ns,1325830
compare binomial and black scholes,black scholes,100,,,55292715.0,ns,1349936
compare binomial and black scholes,black scholes,100,,,56276580.0,ns,1374042
compare binomial and black scholes,black scholes,100,,,57225601.0,ns,1398148
compare binomial and black scholes,black scholes,100,,,58239753.0,ns,1422254
compare binomial and black scholes,black scholes,100,,,59216435.0,ns,1446360
compare binomial and black scholes,black scholes,100,,,60186706.0,ns,1470466
compare binomial and black scholes,black scholes,100,,,61211338.0,ns,1494572
compare binomial and black scholes,black scholes,100,,,62191586.0,ns,1518678
compare binomial and black scholes,black scholes,100,,,63863295.0,ns,1542784
compare binomial and black scholes,black scholes,100,,,64273692.0,ns,1566890
compare binomial and black scholes,black scholes,100,,,65270631.0,ns,1590996
compare binomial and black scholes,black scholes,100,,,66119074.0,ns,1615102
compare binomial and black scholes,black scholes,100,,,67102590.0,ns,1639208
compare binomial and black scholes,black scholes,100,,,68084301.0,ns,1663314
compare binomial and black scholes,black scholes,100,,,69150681.0,ns,1687420
compare binomial and black scholes,black scholes,100,,,70050259.0,ns,1711526
compare binomial and black scholes,black scholes,100,,,71107131.0,ns,1735632
compare binomial and black scholes,black scholes,100,,,72046283.0,ns,1759738
compare binomial and black scholes,black scholes,100,,,73000704.0,ns,1783844
compare binomial and black scholes,black scholes,100,,,73992955.0,ns,1807950
compare binomial and black scholes,black scholes,100,,,75024427.0,ns,1832056
compare binomial and black scholes,black scholes,100,,,76032582.0,ns,1856162
compare binomial and black scholes,black scholes,100,,,76973648.0,ns,1880268
compare binomial and black scholes,black scholes,100,,,77989953.0,ns,1904374
compare binomial and black scholes,black scholes,100,,,79342887.0,ns,1928480
compare binomial and black scholes,black scholes,100,,,80026784.0,ns,1952586
compare binomial and black scholes,black scholes,100,,,80908308.0,ns,1976692
compare binomial and black scholes,black scholes,100,,,81983042.0,ns,2000798
compare binomial and black scholes,black scholes,100,,,83390234.0,ns,2024904
compare binomial and black scholes,black scholes,100,,,85042100.0,ns,2049010
compare binomial and black scholes,black scholes,100,,,85676964.0,ns,2073116
compare binomial and black scholes,black scholes,100,,,86124759.0,ns,2097222
compare binomial and black scholes,black scholes,100,,,86934880.0,ns,2121328
compare binomial and black scholes,black scholes,100,,,88212845.0,ns,2145434
compare binomial and black scholes,black scholes,100,,,89187706.0,ns,2169540
compare binomial and black scholes,black scholes,100,,,90545836.0,ns,2193646
compare binomial and black scholes,black scholes,100,,,90837360.0,ns,2217752
compare binomial and black scholes,black scholes,100,,,91762126.0,ns,2241858
compare binomial and black scholes,black scholes,100,,,92869482.0,ns,2265964
compare binomial and black scholes,black scholes,100,,,94232595.0,ns,2290070
compare binomial and black scholes,black scholes,100,,,94775067.0,ns,2314176
compare binomial and black scholes,black scholes,100,,,95755405.0,ns,2338282
compare binomial and black scholes,black scholes,100,,,97248672.0,ns,2362388
compare binomial and black scholes,black scholes,100,,,97676549.0,ns,2386494
compare binomial and black scholes,black scholes,100,,,98805215.0,ns,2410600
